lemma,rank,translation,original_lemma,pos
enjuague,31135,Rinse action or effect,enjuague,n
enumerar,31136,,enumerar,v
explotaron,31137,"Third person of plural (they, them; you, 2nd person) of the perfect preterit simple indicative of exploiting",explotar,v
frenando,31138,Gerundium of brake,frenando,v
generadas,31139,"Form of the plural female generated, participle to generate",generado,participle
hackeado,31140,Hacking participant,hackeado,v
incriminar,31141,Pointing out someone as responsible for committing a crime or crime,incriminar,v
jauría,31142,Canine equipment used for hunting,jauría,n
lanzaré,31143,First person of the singular (me) of the future indicative of launching or launching,lanzar,v
llamase,31144,First person of the singular (me) of the imperfect subjunctive preterit of calling or calling,llamar,v
obrador,31145,Workshop,obrador,n
pepitas,31146,Shape of the plural nugget,pepita,n
predadores,31147,Predator plural shape,predador,adj
procesadores,31148,Processor plural shape,procesador,n
renacido,31149,Rebirth participation,renacido,v
respiramos,31150,"First person of plural (we, us) of the present indicative of breathing",respirar,v
somnífero,31151,It is said of substances that induce sleep,somnífero,adj
sorprendía,31152,First person of the singular (me) of the imperfect preterite indicative of surprise or surprise,sorprender,v
tabacalera,31153,Company engaged in the production of cigarettes or any narcotic that carries tobacco,tabacalera,n
terminadas,31154,"Form of the plural female of finished, participle of finished or finished",terminado,participle
vinculante,31155,The term of a procedure or document: it imposes an effective obligation on those subject to its rules,vinculante,adj
adivinaste,31156,"Second person of the singular (you, you) of the perfect preterit simple indicative of guessing",adivinar,v
afirmativa,31157,"Expression, indication or statement stating, nod, says yes",afirmativa,n
ajustadas,31158,Shape of the adjusted plural,ajustada,n
carpinteros,31159,Form of the plural carpenter,carpintero,n
consistirá,31160,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of consisting",consistir,v
contaminadas,31161,"Form of the female plural of contaminated, participle of contaminating",contaminado,participle
democristianos,31162,Form of the plural of Christian Democrats,democristiano,n
deshonor,31163,Loss of honour,deshonor,n
encontráis,31164,"Second person of plural (you, yourselves) of the present indicative of finding or meeting",encontrar,v
farola,31165,"Part of urban furniture that is responsible for lighting the streets and squares. There are many models with different variations, but basically it is a mast with some",farola,n
flavio,31166,,,
guisa,31167,"Mode, way or likeness of a thing",guisa,n
inculpado,31168,That he's not to blame,inculpado,adj
intocables,31169,Shape of the untouchable plural,intocable,adj
localizarte,31170,,,
luís,31171,"Alternative Luis Graphia, Verbal Luir Shape",luís,v
matemáticamente,31172,In a mathematical way; using mathematics,matemáticamente,adv
muestrame,31173,,,
métase,31174,Second person of the singular (you) of the affirmative imperative to get in (with the enclitic pronoun),meterse,v
noruegos,31175,Form of the Norwegian plural,noruego,n
probaba,31176,First person of the singular (me) of the imperfect preterite of indicative of testing,probar,v
rezas,31177,Second person of the singular (you) of the present indicative of prayer,rezar,v
saciar,31178,Eating food and liquids in such a quantity that they fill appetite and thirst,saciar,v
sai,31179,,,
sangraba,31180,First person of the singular (me) of the imperfect preterite indicative of bleeding,sangrar,v
sonreí,31181,First person of the singular (me) of the perfect preterit simple indicative of smiling,sonreír,v
sujetaba,31182,First person of the singular (me) of the imperfect preterite of the sign of holding,sujetar,v
tendiste,31183,"Second person of the singular (you, you) of the perfect preterit simple indicative of tending or of spreading",tender,v
vastos,31184,Form of the plural of vast,vasto,n
acompañarán,31185,"Third person of plural (they, them; you, 2nd person) of the future indicative of accompanying",acompañar,v
agendas,31186,Form of the plural agenda,agenda,n
agradecimientos,31187,Form of the plural of thanks,agradecimiento,n
aliciente,31188,"Stimulation, incentive that pushes to act or perform an action",aliciente,n
antinatural,31189,That goes against the disposition of nature,antinatural,adj
antropólogos,31190,Form of the plural anthropologist,antropólogo,n
arribar,31191,To arrive the ship to the port where it ends its journey,arribar,v
asfixiante,31192,,,
atenderlo,31193,,,
banqueta,31194,Seat with three or four legs and no backrest. It is used by shoemakers and other menestrels,banqueta,n
calleja,31195,Short street; narrow street,calleja,n
cantarla,31196,,,
canónigo,31197,Priest to whom a canonjía has been assigned,canónigo,n
caucásico,31198,"This is supposed to be white skin. For example, in S Gould’s comment on Morton’s work. However, we discovered that he",caucásico,n
colorados,31199,"Shape of the color plural, participle of colorar",colorado,participle
compartíamos,31200,"First person of plural (we, we) of imperfect preterite indicative of sharing",compartir,v
concurren,31201,"Third person of plural (they, them; you, 2nd person) of the present indicative of attending",concurrir,v
cuantificar,31202,Express with figures,cuantificar,v
durango,31203,,,
elche,31204,,,
esponjas,31205,Shape of the sponge plural,esponja,n
fundamentalistas,31206,,,
ganarles,31207,,,
gobernó,31208,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of governing or governing",gobernar,v
inseminación,31209,,,
localizan,31210,"Third person plural (they, them; you, 2nd person) of the present indicative of locating",localizar,v
marinera,31211,"Buttoned garment similar to a blouse, which fits the waist by a jar, used by sailors",marinera,n
ministeriales,31212,Form of the plural ministerial,ministerial,adj
mándale,31213,,,
ofrecerse,31214,To lend a woman to have sex in exchange for money or prebenda,ofrecerse,v
periplo,31215,"Career or course traveled by a person, usually leading to a return to origin",periplo,n
ramillete,31216,"Set of various flowers or herbs especially odorous, which ordered and placed serve the delight of smell and ornament",ramillete,n
reflectores,31217,,,
regata,31218,Small irrigation channel,regata,n
terrorífica,31219,Form of the female of terrifying,terrorífico,adj
tigresa,31220,Seductive woman,tigresa,n
tomarían,31221,"Third person plural (they, them; you, 2nd person) conditional on taking or taking",tomar,v
alcaldías,31222,,,
apagarse,31223,Shut down (pronominal use of...),apagarse,v
arribó,31224,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indication of arrival",arribar,v
bolígrafos,31225,Pen plural shape,bolígrafo,n
borrarlo,31226,,,
casete,31227,Caset variant,casete,n
centrados,31228,"Form of the plural of center, participle of center",centrado,participle
concesionaria,31229,Form of the unique female dealership,concesionario,adj
concluirá,31230,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of concluding",concluir,v
conocedores,31231,Form of the plural of connoisseur,conocedor,adj
contestará,31232,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of answer",contestar,v
costuras,31233,Shape of the seam plural,costura,n
cupcakes,31234,,,
dividiendo,31235,Gerundius of Splitting,dividiendo,v
drago,31236,First person of the singular (me) of the present indicative dredging,dragar,v
ducharse,31237,"Drop water on the body as rain or jet, for washing or for medicinal purposes",ducharse,v
emborraché,31238,First person of the singular (me) of the perfect preterit simple indicative of drunk,emborrachar,v
encaminado,31239,Participation in routing,encaminado,v
formalizar,31240,Give the last form to one thing,formalizar,v
impulsan,31241,"Third person of plural (they, them; you, 2nd person) of the present indicative of boosting",impulsar,v
indecisa,31242,Form of the female indecisive,indeciso,adj
jaquecas,31243,,,
juguetón,31244,,,
marcación,31245,,,
millonarias,31246,Multi-millionaire shape,millonaria,n
motoras,31247,Form of the plural female motor,motor,adj
motosierra,31248,Mechanical saws usually used for cutting trees or wood cutting. They usually have a gasoline or electric engine,motosierra,n
noria,31249,"Machine that draws water from a water source by means of cangilons. If the source is a course, it uses hydraulic energy, and if it",noria,n
palomita,31250,Diminutive dove,palomita,n
parido,31251,Participio de parir,parido,v
permaneciendo,31252,Gerundius to remain,permaneciendo,v
pisé,31253,First person of the singular (me) of the perfect preterit simple indicative of stepping,pisar,v
predicando,31254,Gerundius of preaching,predicando,v
pregúntales,31255,,,
ramal,31256,"Each of the ends of which the ropes, ropes, plaited and braided are composed",ramal,n
residir,31257,Living in a place,residir,v
retiras,31258,Second person of the singular (you) of the present indicative of withdrawal or withdrawal,retirar,v
sirenita,31259,,,
suráfrica,31260,,,
teseo,31261,,,
tocaremos,31262,"First person of plural (we, us) of the future indicative of playing",tocar,v
ultranza,31263,To death,ultranza,adv
valían,31264,"Third person of plural (they, them; you, 2nd person) of imperfect preterite indicative of valor or of valor",valer,v
vecinales,31265,Neighborhood plural shape,vecinal,adj
astronómico,31266,That's related to astronomy,astronómico,adj
biológicamente,31267,,,
bloc,31268,"Set of overlapping and joined writing papers, similar to a notebook",bloc,n
caballeroso,31269,"That is characterized by the nobility of his character, kindness, courtesy and other virtues proper to a knight",caballeroso,adj
