lemma,rank,translation,original_lemma,pos
escanear,31870,to scan,escanear,v
gnomos,31871,gnome,gnomo,n
hipotálamo,31872,hypothalamus,hipotálamo,n
interpersonal,31873,interpersonal,interpersonal,adj
jace,31874,to do,hacer,v
juntamente,31875,together,juntamente,adv
lights,31876,light,lights,none
lucharán,31877,to fight; to battle; to do battle,luchar,v
microchip,31878,microchip,microchip,n
mímica,31879,mimicry,mímica,n
occipital,31880,occipital,occipital,adj
pacifico,31881,to pacify,pacificar,v
pagarnos,31882,to pay,pagar,v
pectorales,31883,pectoral,pectoral,adj
procuro,31884,to try; to attempt; to endeavor,procurar,v
siameses,31885,Siamese,siamés,n
sostenerla,31886,to hold; to hold up; to prop up; to sustain; to underpin,sostener,v
sulfuro,31887,sulfide,sulfuro,n
tena,31888,a type of pepper,tena,n
volcánicas,31889,volcanic,volcánico,adj
votaría,31890,to vote,votar,v
agradeces,31891,to thank,agradecer,v
atarme,31892,to tie; tie up; tie down; to tether (secure (something) by rope or the like),atar,v
bet,31893,beth,bet,n
cholo,31894,of mixed indigenous and European or mestizo descent,cholo,n
comunicaron,31895,to communicate,comunicar,v
conejitos,31896,rabbit; cony; coney,conejito,n
copió,31897,to copy; to crib,copiar,v
desgastado,31898,worn,desgastar,v
desvergonzada,31899,shameless,desvergonzado,adj
distintivos,31900,distinctive; distinguishable,distintivo,adj
distribuidora,31901,female equivalent of distribuidor,distribuidor,n
esbelta,31902,slender; svelte; thin; slim; lean; willowy; trim,esbelto,adj
exentos,31903,exempt,exento,adj
explorado,31904,to explore,explorar,v
fallará,31905,to fail,fallar,v
filipino,31906,Filipino,filipino,adj
glacial,31907,glacial,glacial,adj
guisos,31908,stew,guiso,n
harinas,31909,flour,harina,n
instaurar,31910,to establish,instaurar,v
interrogarle,31911,to interrogate,interrogar,v
interrogarme,31912,to interrogate,interrogar,v
justificaba,31913,to justify,justificar,v
lluviosa,31914,rainy,lluvioso,adj
lustre,31915,lustre; shine,lustre,n
molestamos,31916,to bother; to disturb; to trouble; to impose; to inconvenience; to burden,molestar,v
neurocirugía,31917,neurosurgery,neurocirugía,n
ocioso,31918,idle,ocioso,adj
patinando,31919,to skate,patinar,v
pelele,31920,wimp,pelele,n
protagonizaron,31921,to star in; to be the protagonist in,protagonizar,v
reclutando,31922,to recruit,reclutar,v
registré,31923,to register; record,registrar,v
sobrios,31924,clipping of sobrina,sobrio,adj
tarros,31925,jar,tarro,n
temió,31926,to fear,temer,v
tic-tac,31927,tick tock,tictac,interj
traducen,31928,to translate,traducir,v
violarme,31929,to violate,violar,v
zulema,31930,given name,Zulema,prop
acompañarlos,31931,to accompany; to go with; to join; to tag along,acompañar,v
alambrada,31932,wire fence,alambrada,n
algeciras,31933,Algeciras,Algeciras,prop
apetecible,31934,appetizing,apetecible,adj
apreció,31935,appreciation,apreciar,v
chula,31936,Fruit of cactus of species Euphorbia murielii,chula,n
cierne,31937,bloom,cerner,v
clasicismo,31938,classicism,clasicismo,n
clausurado,31939,to close,clausurar,v
condicionar,31940,to condition,condicionar,v
conectarme,31941,to connect; connect up; link,conectar,v
contrariado,31942,to oppose,contrariar,v
cos,31943,dude; friend,co,n
derrumbar,31944,to demolish,derrumbar,v
desalmado,31945,heartless; soulless,desalmado,adj
diciéndonos,31946,to say; to tell,decir,v
disuelta,31947,dissolved; disbanded,disuelto,adj
exageré,31948,to exaggerate; to overstate; to overemphasize,exagerar,v
funcionarán,31949,to work; to function,funcionar,v
futurista,31950,futuristic; futurist,futurista,adj
inalterable,31951,inalterable; unchangeable,inalterable,adj
juno,31952,Juno,Juno,prop
juzgó,31953,to judge; to adjudicate,juzgar,v
kamikaze,31954,kamikaze,kamikaze,n
lito,31955,given name,Lito,prop
mantenerlas,31956,to keep,mantener,v
murmurar,31957,to murmur; to mutter,murmurar,v
nance,31958,a fruit tree of the species Byrsonima crassifolia in the acerola family,nance,n
paraban,31959,to stop; halt,parar,v
parador,31960,inn; hotel,parador,n
podredumbre,31961,putrefaction,podredumbre,n
postiza,31962,false; artificial,postizo,adj
presentía,31963,to have a feeling; have an idea,presentir,v
provechoso,31964,beneficial,provechoso,adj
puchero,31965,cooking pot,puchero,n
sanador,31966,healing,sanador,n
separé,31967,to separate; to detach (to disunite from a group or mass,separar,v
sucederle,31968,to happen; to befall; to occur,suceder,v
suprimido,31969,to suppress,suprimir,v
tecnicismo,31970,technicality,tecnicismo,n
tovar,31971,surname,Tovar,prop
vertiginosa,31972,vertiginous,vertiginoso,adj
altruista,31973,altruistic,altruista,adj
antígenos,31974,antigen,antígeno,n
apagones,31975,blackout; power cut; brownout; power outage,apagón,n
cuestionarios,31976,questionnaire,cuestionario,n
debilitando,31977,to weaken,debilitar,v
despotismo,31978,despotism,despotismo,n
destapar,31979,to remove the lid; open; uncork,destapar,v
diputaciones,31980,deputation,diputación,n
ensamblaje,31981,assembly,ensamblaje,n
erecciones,31982,erection,erección,n
estacionó,31983,to park,estacionar,v
haciéndoles,31984,to do,hacer,v
injustos,31985,unfair,injusto,adj
lasse,31986,feminine plural definite article,lasse,none
lavarlo,31987,to wash,lavar,v
lavaste,31988,to wash,lavar,v
miráis,31989,to look at,mirar,v
momentánea,31990,momentary,momentáneo,adj
mutismo,31991,muteness,mutismo,n
obligatorias,31992,mandatory,obligatorio,adj
oleoducto,31993,oil pipeline,oleoducto,n
patineta,31994,scooter,patineta,n
predios,31995,plot of land,predio,n
pupitre,31996,a student desk,pupitre,n
recuperarlos,31997,to recover,recuperar,v
reservando,31998,to reserve; keep; save,reservar,v
respetuosos,31999,respectful,respetuoso,adj
sito,32000,located; situated,sito,adj
súplicas,32001,plea; supplication,súplica,n
acopio,32002,gathering; collecting; stockpile,acopio,n
alentado,32003,recuperated,alentado,adj
alfabetización,32004,literacy instruction,alfabetización,n
apeló,32005,to appeal,apelar,v
aristas,32006,edge,arista,n
asentada,32007,settled,asentado,adj
asfixiado,32008,to asphyxiate; suffocate,asfixiar,v
atmósferas,32009,atmosphere,atmósfera,n
banner,32010,banner,banner,n
burra,32011,female equivalent of burro: jenny; jenny-ass; she-ass,burro,n
calificaron,32012,to qualify,calificar,v
capilar,32013,hair,capilar,adj
casal,32014,country house,Casal,prop
despistar,32015,to throw off track,despistar,v
desprovisto,32016,devoid; lacking; empty,desprovisto,adj
doliendo,32017,to hurt (to cause physical or emotional pain) [(commonly) +dative],doler,v
encadenada,32018,in chains,encadenado,adj
flacas,32019,girlfriend,flaco,adj
frontón,32020,fronton; wall,frontón,n
glenda,32021,given name,Glenda,prop
habano,32022,Havanan,habano,n
imperturbable,32023,imperturbable; unflappable; undisturbed; unruffled; unperturbed,imperturbable,adj
importada,32024,foreign,importado,adj
incesantemente,32025,incessantly; ceaselessly,incesantemente,adv
interpretará,32026,to interpret; explain; decipher,interpretar,v
jueguito,32027,play,jueguito,n
mesonero,32028,hotel owner or manager,mesonero,n
perderías,32029,to lose,perder,v
problemáticas,32030,group of problems of a certain science or topic,problemática,n
pubs,32031,pub,pub,n
pícara,32032,lacking honor,pícaro,n
suspirar,32033,to sigh,suspirar,v
tenebrosa,32034,gloomy; dark; tenebrous,tenebroso,adj
untar,32035,to spread; to smear,untar,v
verdoso,32036,greenish,verdoso,adj
ópticos,32037,optical,óptico,adj
aguardaban,32038,to wait,aguardar,v
alejaron,32039,to remove to a distance; put farther away; to lead away; to draw away,alejar,v
aproximó,32040,to approach,aproximar,v
arrancará,32041,to pull out,arrancar,v
bajaría,32042,to go down; come down,bajar,v
candados,32043,lock; padlock,candado,n
castigó,32044,punishment,castigar,v
cobo,32045,kob; Kobus kob,Cobo,prop
descriptivo,32046,descriptive,descriptivo,adj
domar,32047,to tame,domar,v
escoltado,32048,to escort,escoltar,v
estrenará,32049,to use for the first time,estrenar,v
excavadora,32050,excavator; digger,excavador,adj
impronta,32051,mark; impression,impronta,n
institucionalización,32052,institutionalization,institucionalización,n
liberarlos,32053,to liberate; to release; to free; to set free; to free up,liberar,v
malhechores,32054,wrongdoer; malefactor; criminal,malhechor,n
meollo,32055,core; heart; crux,meollo,n
náufragos,32056,castaway; shipwrecked,náufrago,n
obligatoriamente,32057,compulsorily,obligatoriamente,adv
patearle,32058,to kick,patear,v
petrificado,32059,to petrify,petrificar,v
postular,32060,to nominate,postular,v
primordialmente,32061,primordially; primevally,primordialmente,adv
repartimos,32062,to share; give out,repartir,v
septentrional,32063,northern,septentrional,adj
siciliano,32064,Sicilian,siciliano,n
sudores,32065,sweat,sudor,n
sustentable,32066,sustainable,sustentable,adj
tintura,32067,colouring; dye,tintura,n
vicepresidentes,32068,vice president of the Government of Catalonia,vicepresidente,n
vocablos,32069,word; term,vocablo,n
antidroga,32070,antidrug,antidroga,adj
aparca,32071,to park,aparcar,v
bajita,32072,under,bajito,adj
bíblicos,32073,biblical,bíblico,adj
certificar,32074,to certify,certificar,v
compraban,32075,to buy,comprar,v
consumidos,32076,consumed,consumir,v
desfavorables,32077,unfavorable,desfavorable,adj
deshacemos,32078,to undo; to unmake,deshacer,v
desperdicia,32079,waste,desperdiciar,v
deudor,32080,debtor,deudor,n
dignatarios,32081,dignitary,dignatario,n
dilatadas,32082,extensive; vast; numerous,dilatado,adj
enfadé,32083,to anger; to make angry,enfadar,v
entierros,32084,burial; interment,entierro,n
eslovaquia,32085,Slovakia,Eslovaquia,prop
estudiaremos,32086,to study,estudiar,v
exagero,32087,to exaggerate; to overstate; to overemphasize,exagerar,v
iluminadas,32088,lit; illuminated,iluminado,adj
instintiva,32089,instinctive,instintivo,adj
justificarse,32090,to justify,justificar,v
labia,32091,gift of the gab,labia,n
lustros,32092,lustrum,lustro,n
maña,32093,skill; aptitude; knack,maña,n
medusas,32094,jellyfish,Medusa,prop
minifalda,32095,miniskirt,minifalda,n
montecito,32096,mountain; mount,montecito,n
obesos,32097,obese,obeso,n
parsimonia,32098,calmness; unhurriedness,parsimonia,n
prolongados,32099,prolonged; protracted; extended,prolongado,adj
reconocerme,32100,to recognize,reconocer,v
relucientes,32101,shiny,reluciente,adj
salvarás,32102,to save,salvar,v
sofocar,32103,to suffocate; to stifle; to smother,sofocar,v
spam,32104,spam,spam,n
aeroplano,32105,aeroplane,aeroplano,n
arcadia,32106,Arcadia,Arcadia,prop
bacteriana,32107,bacterial,bacteriano,adj
bombardearon,32108,to bomb; to bombard,bombardear,v
cardio,32109,cardio,cardio,n
circuncisión,32110,circumcision,circuncisión,n
cognitivas,32111,cognitive,cognitivo,adj
cuadrillas,32112,haunch,cuadrilla,n
desarrollarán,32113,to develop,desarrollar,v
descontrol,32114,a lack of control or order,descontrol,n
desfibrilador,32115,defibrillator,desfibrilador,n
emulsión,32116,emulsion,emulsión,n
esparciendo,32117,to scatter; disperse,esparcir,v
frambuesas,32118,raspberry,frambuesa,n
frecuentaba,32119,to frequent,frecuentar,v
fueros,32120,charter,fuero,n
inciso,32121,concise; curt,inciso,n
jubilaciones,32122,retirement,jubilación,n
momentáneo,32123,momentary,momentáneo,adj
movidos,32124,eventful; turbulent,mover,v
pacíficas,32125,peaceful,pacífico,adj
plomería,32126,plumbing,plomería,n
putrefacción,32127,putrefaction,putrefacción,n
revisados,32128,revised,revisar,v
sacrificando,32129,to sacrifice,sacrificar,v
salpicadura,32130,fleck,salpicadura,n
salvadores,32131,saviour; savior,salvador,n
sangran,32132,to bleed,sangrar,v
sayonara,32133,flip-flop; thong (Australia); jandal,sayonara,n
sirios,32134,Syrian,sirio,adj
sufridos,32135,painstaking,sufrir,v
tontito,32136,stupid,tontito,adj
transfusiones,32137,transfusion; blood transfusion,transfusión,n
urinaria,32138,urinary,urinario,adj
viajarán,32139,to travel; journey,viajar,v
adicciones,32140,addiction,adicción,n
alentó,32141,to encourage; animate,alentar,v
almohadones,32142,cushion,almohadón,n
angustioso,32143,anguished; distressed,angustioso,adj
arellano,32144,Arellano,Arellano,prop
brotan,32145,to bud or sprout; to spring; spring up,brotar,v
cambiarlos,32146,to change; to shift; to switch; to alter,cambiar,v
candelaria,32147,Candlemas,Candelaria,n
compa,32148,buddy,compa,n
cualificación,32149,qualification,cualificación,n
decirla,32150,to say; to tell,decir,v
desechado,32151,to cast off; cast away; cast aside,desechar,v
donativos,32152,donation,donativo,n
enric,32153,enric,enric,none
enterados,32154,know-it-all,enterar,v
exageradas,32155,exaggerated; overstated; inflated,exagerado,adj
flautas,32156,flute,flauta,n
gozado,32157,to enjoy oneself,gozar,v
impera,32158,to reign; rule,imperar,v
imperialistas,32159,imperialist,imperialista,adj
infertilidad,32160,infertility,infertilidad,n
juzgará,32161,to judge; to adjudicate,juzgar,v
miga,32162,crumb,miga,n
morderme,32163,to bite; nip,morder,v
motociclista,32164,motorcyclist; biker,motociclista,n
mudan,32165,to move; relocate; move to a new house,mudar,v
nefasta,32166,ill-omened; ominous,nefasto,adj
negocian,32167,to negotiate,negociar,v
operada,32168,having had plastic surgery,operado,adj
personificación,32169,personification,personificación,n
pintaron,32170,to paint,pintar,v
pudre,32171,to rot,pudrir,v
querellas,32172,lawsuit,querella,n
reforzamiento,32173,reinforcement,reforzamiento,n
retracto,32174,option,retracto,n
sedas,32175,silk,seda,n
sorpresivo,32176,surprising,sorpresivo,adj
surfistas,32177,surfer,surfista,n
ítems,32178,synonym of además,ítem,n
acampando,32179,to camp,acampar,v
acentuada,32180,stressed,acentuar,v
alfalfa,32181,alfalfa,alfalfa,n
amuletos,32182,amulet,amuleto,n
azota,32183,to whip; flog,azotar,v
bng,32184,initialism of Bloque Nacionalista Gallego,BNG,prop
cogerlos,32185,to take; catch; hold; to get; to seize,coger,v
comprimidos,32186,a small pill,comprimido,n
conrado,32187,given name,Conrado,prop
cucú,32188,demented; crazy,cucú,n
deshaciendo,32189,to undo; to unmake,deshacer,v
diferenciado,32190,to differentiate,diferenciar,v
emborracharte,32191,to intoxicate; inebriate,emborrachar,v
empapados,32192,sodden; drenched,empapado,adj
encriptación,32193,encryption,encriptación,n
fra,32194,initialism of fracaso renal agudo; acute renal failure,FRA,n
germánico,32195,Germanic,germánico,adj
graban,32196,to record,grabar,v
imparte,32197,odd,impartir,v
implicó,32198,to imply; to implicate,implicar,v
marmota,32199,marmot,marmota,n
nakamura,32200,surname,Nakamura,prop
papitas,32201,chip,papita,n
regatear,32202,to bargain,regatear,v
regulada,32203,regulated,regular,v
saba,32204,semen; ejaculation,saba,none
tamales,32205,fat,tamal,n
teté,32206,mess; pickle,teté,none
urbanístico,32207,urban; urbanistic,urbanístico,adj
visitaré,32208,to visit,visitar,v
ahorré,32209,to save,ahorrar,v
alertado,32210,alert,alertar,v
anestésico,32211,anesthetic,anestésico,n
atrapando,32212,to capture,atrapar,v
automatización,32213,automation; automatization,automatización,n
cantaremos,32214,to sing,cantar,v
carritos,32215,shopping cart,carrito,n
centuria,32216,century,centuria,n
chillido,32217,shriek; screech; squawk; hoot,chillido,n
codiciosos,32218,greedy; covetous,codicioso,adj
contragolpe,32219,counterstroke; counterattack,contragolpe,n
contribuirá,32220,to contribute,contribuir,v
cosacos,32221,Cossack,cosaco,n
criticaron,32222,to criticize,criticar,v
culebras,32223,snake; serpent,culebra,n
decepcioné,32224,to disappoint; to let down; to underwhelm,decepcionar,v
delictivos,32225,criminal,delictivo,adj
