lemma,rank,translation,pos
bailará,38973,he will dance; she will dance; it will dance,verb
bosta,38974,manure,noun
cargaste,38975,you loaded ),verb
casto,38976,chaste (abstaining from sexual intercourse),adj
colocaban,38977,they placed,verb
colocarte,38978,to place,verb
comprometiendo,38979,promising,verb
concebible,38980,"conceivable, cogitable",adj
consistiría,38981,I would consist of,verb
constitutivos,38982,masculine plural of constitutivo,adj
convertibilidad,38983,convertibility,noun
corrías,38984,you runed,verb
cuantificación,38985,quantification,noun
decaer,38986,to decay,verb
dejanos,38987,,
describes,38988,you describe,verb
diplomado,38989,graduate,noun
encarecimiento,38990,increase in price or cost,noun
eructo,38991,"belch, burp",noun
escupen,38992,they spit,verb
esporádicas,38993,feminine plural of esporádico,adj
examinan,38994,they examine,verb
exultante,38995,exultant,adj
hartó,38996,he bored; she bored; it bored,verb
hunos,38997,plural of huno,noun
implicando,38998,implying,verb
integraban,38999,they integrated,verb
koala,39000,koala,noun
leibniz,39001,,
manubrio,39002,"handle, crank",noun
medirá,39003,he will measure; she will measure; it will measure,verb
oprimir,39004,to press,verb
parangón,39005,comparison,noun
pedirnos,39006,to ask for something,verb
peronistas,39007,plural of peronista,noun
piadosas,39008,feminine plural of piadoso,adj
pilón,39009,pylon,noun
pistacho,39010,pistachio (nut),noun
platería,39011,silver shop / store,noun
presenciaron,39012,they witnessed,verb
preserva,39013,he preserves; she preserves; it preserves,verb
profanar,39014,to profane,verb
protestaron,39015,they protested,verb
provocaban,39016,they caused or provoke,verb
póstuma,39017,feminine singular of póstumo,adj
recibirte,39018,to receive,verb
reservaba,39019,I reserved,verb
salgáis,39020,you go out,verb
satánicos,39021,masculine plural of satánico,adj
señalarse,39022,to signal,verb
sheen,39023,,
sofocada,39024,feminine singular of sofocado,verb
suizas,39025,plural of suiza,noun
suplicante,39026,supplicant,adj
tapaba,39027,I covered,verb
tas,39028,small anvil,noun
uníos,39029,you unite,verb
vatios,39030,plural of vatio,noun
vericuetos,39031,plural of vericueto,noun
vigilará,39032,he will watch over; she will watch over; it will watch over,verb
zuecos,39033,plural of zueco,noun
acuñado,39034,minted,verb
airbag,39035,airbag,noun
alfaguara,39036,wellspring,noun
amputar,39037,to amputate,verb
anotaste,39038,you annotated,verb
arbolito,39039,black-market dollar (dólar blue) dealer,noun
automoción,39040,automotive industry,noun
burocráticas,39041,feminine plural of burocrático,adj
caleta,39042,"small bay, cove, inlet",noun
cesaba,39043,I ceased,verb
clorhídrico,39044,hydrochloric,adj
cobré,39045,I charged,verb
concentradas,39046,feminine plural of concentrado,verb
confinada,39047,feminine singular of confinado,verb
congruente,39048,congruent,adj
considerarías,39049,you would consider,verb
cuantiosas,39050,feminine plural of cuantioso,adj
cójalo,39051,,
dentífrico,39052,toothpaste,noun
descontar,39053,to discount,verb
desfilan,39054,they parade,verb
destituir,39055,to dismiss,verb
desvelos,39056,plural of desvelo,noun
dominico,39057,Dominican (member of the religious order),noun
donoso,39058,amusing,adj
duna,39059,dune,noun
envolverlo,39060,to wrap,verb
estorbar,39061,to obstruct,verb
exhaustivamente,39062,exhaustively,adv
exmarido,39063,ex-husband,noun
frustrar,39064,to frustrate,verb
giraban,39065,they turned,verb
gobernará,39066,he will govern; she will govern; it will govern,verb
guardarlos,39067,to save,verb
habanero,39068,an inhabitant or native of Havana,noun
huído,39069,,
matriculados,39070,masculine plural of matriculado,verb
mirlo,39071,blackbird,noun
montaste,39072,you mounted,verb
mortífera,39073,feminine singular of mortífero,adj
permaneceré,39074,I will stay,verb
plantamos,39075,we planted,verb
proscrito,39076,outlaw,noun
prosperan,39077,they prosper,verb
quebrando,39078,breaking,verb
quijano,39079,,
recopilando,39080,compiling,verb
rotundidad,39081,rotundity,noun
sajonia,39082,,
sólidamente,39083,solidly,adv
tecnológicamente,39084,technologically,adv
transgresiones,39085,plural of transgresión,noun
ubicaron,39086,they positioned,verb
én,39087,,
abucheos,39088,plural of abucheo,noun
acertadas,39089,feminine plural of acertado,verb
alisté,39090,I recruited,verb
aquilino,39091,synonym of aguileño,adj
bromeó,39092,he joked; she joked; it joked,verb
bufé,39093,buffet,noun
camorra,39094,"quarrel, fight, dispute",noun
cantinas,39095,saddlebag,noun
catastro,39096,cadastre,noun
cayos,39097,plural of cayo,noun
cerrarle,39098,to close,verb
cincel,39099,"chisel, cold chisel",noun
coerción,39100,coercion,noun
conformismo,39101,"conformism, conformity",noun
coristas,39102,plural of corista,noun
desobediente,39103,disobedient,adj
diabólicos,39104,masculine plural of diabólico,adj
difunden,39105,they spread,verb
edificante,39106,"uplifting, edifying",adj
encantaron,39107,they charmed,verb
escorbuto,39108,scurvy,noun
exageraciones,39109,plural of exageración,noun
extensamente,39110,extensively,adv
fascinan,39111,they fascinate,verb
férreo,39112,iron,adj
ganadas,39113,feminine plural of ganado,verb
gravitatorio,39114,gravitational,adj
hablantes,39115,plural of hablante,noun
hamacas,39116,you rock,verb
hartado,39117,bored,verb
hesse,39118,,
híbrida,39119,feminine singular of híbrido,adj
inacabable,39120,interminable,adj
indignidad,39121,indignity,noun
interesaron,39122,they interested,verb
introvertido,39123,introvert,noun
lanceros,39124,plural of lancero,noun
machacando,39125,pulverizing,verb
miguelito,39126,synonym of mí (me),pron
morosos,39127,plural of moroso,noun
novedosas,39128,feminine plural of novedoso,adj
ocurridas,39129,feminine plural of ocurrido,verb
ojivas,39130,plural of ojiva,noun
penitenciarios,39131,masculine plural of penitenciario,adj
ponchó,39132,he punched in; she punched in; it punched in,verb
posdata,39133,postscriptum (something appended in writing),noun
proclamaba,39134,I proclaimed,verb
prontuario,39135,"handbook, manual",noun
proponían,39136,they proposed,verb
prurito,39137,perfectionism,noun
reconoceré,39138,I will recognize,verb
registrarlo,39139,to register,verb
reingreso,39140,putting back in place,noun
resfriados,39141,masculine plural of resfriado,verb
restringidos,39142,masculine plural of restringido,verb
saltarín,39143,"any of various small songbirds, especially flycatchers",noun
sedoso,39144,"silky, silky smooth",adj
setos,39145,plural of seto,noun
subestimas,39146,you underestimate,verb
sudorosa,39147,feminine singular of sudoroso,adj
tapizado,39148,"fabric, upholstery",noun
tolerará,39149,he will tolerate; she will tolerate; it will tolerate,verb
trillado,39150,threshed,verb
tómalas,39151,you take,verb
volarlo,39152,to fly,verb
índico,39153,"Indian, East Indian",adj
abejorro,39154,bumblebee,noun
acostumbraré,39155,I will accustom,verb
acreditada,39156,feminine singular of acreditado,verb
anormalmente,39157,abnormally,adv
anticomunista,39158,anticommunist,noun
aromático,39159,aromatic (fragrant),adj
arrastrará,39160,he will drag; she will drag; it will drag,verb
bichito,39161,diminutive of bicho; critter,noun
bulbos,39162,plural of bulbo,noun
calentó,39163,he heated; she heated; it heated,verb
centrará,39164,he will focus; she will focus; it will focus,verb
contemplaban,39165,they contemplated,verb
cruzaré,39166,I will cross,verb
descomponer,39167,to decompose,verb
desfavorecidos,39168,masculine plural of desfavorecido,verb
distorsionado,39169,distorted,verb
ejecutará,39170,he will execute; she will execute; it will execute,verb
emborracho,39171,I intoxicate,verb
epidemiológica,39172,feminine singular of epidemiológico,adj
espartero,39173,someone who makes objects from esparto,noun
espetó,39174,he skewered; she skewered; it skewered,verb
evo,39175,eternity,noun
explicaste,39176,you explained,verb
firewall,39177,firewall,noun
granadino,39178,Grenadian (person),noun
helipuerto,39179,heliport,noun
hondura,39180,depth,noun
impedirme,39181,to impede,verb
levita,39182,frock,noun
lidiado,39183,fighted,verb
mece,39184,he rocks; she rocks; it rocks,verb
melodramática,39185,feminine singular of melodramático,adj
multiplicando,39186,multiplying,verb
nutrias,39187,plural of nutria,noun
operados,39188,masculine plural of operado,verb
oramos,39189,we prayed,verb
oscureció,39190,he darkened; she darkened; it darkened,verb
pedrosa,39191,feminine singular of pedroso,adj
petén,39192,,
pinchada,39193,synonym of pinchazo,noun
pregonero,39194,auctioneer,noun
preguntármelo,39195,infinitive of preguntar combined with indirect object me and direct object lo,verb
prematuros,39196,masculine plural of prematuro,adj
radiantes,39197,plural of radiante,adj
raspado,39198,scraping (act),noun
rebeliones,39199,plural of rebelión,noun
recaídas,39200,feminine plural of recaído,verb
referí,39201,I reported,verb
restó,39202,he subtracted; she subtracted; it subtracted,verb
rótulos,39203,plural of rótulo,noun
sixtina,39204,feminine singular of sixtino,adj
sumamos,39205,we added,verb
sófocles,39206,,
tercermundista,39207,third-world,adj
trigonometría,39208,trigonometry,noun
triturar,39209,to grind,verb
venderás,39210,you will sell,verb
venidero,39211,coming; forthcoming; upcoming (future),adj
vocecita,39212,diminutive of voz (“small/quiet voice”),noun
acosaba,39213,I pursued,verb
ahorcados,39214,masculine plural of ahorcado,verb
aprobaste,39215,you approved,verb
arrojarlo,39216,to throw,verb
arrojas,39217,you throw,verb
avalan,39218,they endorse,verb
avivar,39219,to enliven,verb
cabelleras,39220,plural of cabellera,noun
caerían,39221,they would fall,verb
catequesis,39222,catechesis,noun
centradas,39223,feminine plural of centrado,verb
chocolatinas,39224,plural of chocolatina,noun
clavadas,39225,feminine plural of clavado,verb
cometeré,39226,I will commit,verb
conformaría,39227,I would form,verb
constructivas,39228,feminine plural of constructivo,adj
curo,39229,native or inhabitant of Courland (usually male),noun
decaimiento,39230,decay,noun
emparentado,39231,becomed related,verb
encerado,39232,"blackboard, chalkboard",noun
flotador,39233,floater,noun
guiarme,39234,to guide,verb
hegemónico,39235,hegemonic,adj
helecho,39236,fern,noun
identificable,39237,identifiable,adj
infiltrada,39238,feminine singular of infiltrado,verb
leva,39239,draft (of troops),noun
magnánimo,39240,magnanimous,adj
olfatear,39241,to sniff,verb
ostentan,39242,they display,verb
pillos,39243,plural of pillo,noun
planearlo,39244,to plan,verb
propagó,39245,he propagated; she propagated; it propagated,verb
repartirse,39246,to share,verb
sensacionales,39247,plural of sensacional,adj
soslayo,39248,I evade,verb
suicidaría,39249,I would commit suicide,verb
teatralidad,39250,theatricality,noun
tundra,39251,tundra,noun
utilizarlas,39252,to use,verb
abandonaban,39253,they abandoned,verb
acacia,39254,acacia (shrub or tree of the tribe Acacieae),noun
administró,39255,he administered; she administered; it administered,verb
altillo,39256,"loft, mezzanine, attic",noun
análogas,39257,feminine plural of análogo,adj
apestando,39258,stinking,verb
aprehender,39259,to apprehend,verb
articulada,39260,feminine singular of articulado,verb
asqueado,39261,disgusted,verb
ateniense,39262,Athenian,noun
atienza,39263,,
atmosfera,39264,alternative form of atmósfera,noun
bailaron,39265,they danced,verb
barrida,39266,sweeping (instance of sweeping),noun
barrió,39267,he sweeped; she sweeped; it sweeped,verb
borbotones,39268,plural of borbotón,noun
calentadores,39269,plural of calentador,noun
cardiacos,39270,masculine plural of cardiaco,adj
chivatazo,39271,tip-off,noun
comprensibles,39272,plural of comprensible,adj
comprometía,39273,I promised,verb
convoyes,39274,you convoy,verb
cúanto,39275,,
derrumbamiento,39276,"demolishing, collapse",noun
desactiva,39277,he deactivates; she deactivates; it deactivates,verb
descolonización,39278,decolonization,noun
deteriorando,39279,ruining,verb
dogmatismo,39280,dogmatism,noun
dominaron,39281,they dominated,verb
dosificación,39282,dosage,noun
escalinatas,39283,plural of escalinata,noun
evaporado,39284,evaporated,verb
fluía,39285,I flowed,verb
frotó,39286,he rubed; she rubed; it rubed,verb
gratamente,39287,pleasingly,adv
huiría,39288,I would flee,verb
háganle,39289,he does; she does; it does,verb
impares,39290,plural of impar,noun
imprimen,39291,they prime,verb
infusiones,39292,you infuse,verb
integraron,39293,they integrated,verb
irrumpiendo,39294,bursting into,verb
jugarreta,39295,prank,noun
lavadas,39296,feminine plural of lavado,verb
loreto,39297,,
microscópicas,39298,feminine plural of microscópico,adj
milagrosas,39299,feminine plural of milagroso,adj
mojón,39300,milestone,noun
nocivas,39301,feminine plural of nocivo,adj
nostalgias,39302,plural of nostalgia,noun
orla,39303,orle,noun
pasáis,39304,you pass,verb
picaresca,39305,feminine singular of picaresco,adj
procesan,39306,they process,verb
proscenio,39307,proscenium,noun
protecciones,39308,plural of protección,noun
punzón,39309,awl,noun
regando,39310,irrigating,verb
rendiremos,39311,we will conquer,verb
tapioca,39312,tapioca,noun
toña,39313,,
venciste,39314,you defeated,verb
virreinato,39315,viceroyalty,noun
zafarse,39316,to loosen,verb
acompañarás,39317,you will accompany,verb
afeita,39318,he shaves; she shaves; it shaves,verb
alicates,39319,you tile,verb
ansiedades,39320,plural of ansiedad,noun
aprendería,39321,I would learn,verb
austríaca,39322,female equivalent of austríaco,noun
