lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
mondo,34414,net; pure,,net; pure,adj,,,1,False
monogamia,34415,monogamy,,monogamy,noun,,,1,False
obligatorios,34416,mandatory,,mandatory,adj,,,1,False
paperas,34417,mumps,,mumps,noun,,,1,False
pelotazo,34418,hit with a ball,,hit with a ball,noun,,,1,False
salvarán,34421,they will save,,they will save,verb,,,1,False
sintonizar,34422,to tune in,,to tune in,verb,,,1,False
tachar,34424,to cross out,,to cross out,verb,,,1,False
altiva,34425,haughty; arrogant,,haughty; arrogant,adj,,,1,False
anunciante,34426,promoting; advertising,,promoting; advertising,adj,,,1,False
ariete,34428,battering ram,,battering ram,noun,,,1,False
benigna,34430,benign,,benign,adj,,,1,False
binomio,34431,binomial,,binomial,adj,,,1,False
bolsitas,34432,bag,,bag,noun,,,1,False
cachorritos,34433,puppy,,puppy,noun,,,1,False
cocimiento,34435,cooking,,cooking,noun,,,1,False
constitucionalmente,34436,constitutionally,,constitutionally,adv,,,1,False
cortezas,34437,bark,,bark,noun,,,1,False
custodios,34438,guardian,,guardian,noun,,,1,False
dactilar,34439,digital,,digital,adj,,,1,False
deceso,34440,death; decease,,death; decease,noun,,,1,False
delegar,34442,to delegate,,to delegate,verb,,,1,False
desmesurada,34443,excessive; inordinate; disproportionate,,excessive; inordinate; disproportionate,adj,,,1,False
divorciarte,34444,to divorce,,to divorce,verb,,,1,False
efervescencia,34445,effervescence,,effervescence,noun,,,1,False
fluctuación,34446,fluctuation,,fluctuation,noun,,,1,False
fundida,34447,beat; knackered,,beat; knackered,adj,,,1,False
habilitación,34448,enablement,,enablement,noun,,,1,False
hallarán,34449,they will find something,,they will find something,verb,,,1,False
igualado,34450,forward; overly familiar,,forward; overly familiar,adj,,,1,False
importadas,34451,foreign,,foreign,adj,,,1,False
legionario,34452,legionary,,legionary,adj,,,1,False
moverán,34453,they will move,,they will move,verb,,,1,False
pelas,34455,hit; beating,,hit; beating,noun,,,1,False
plebe,34457,plebeians; common people,,plebeians; common people,noun,,,1,False
regia,34460,royal; regal,,royal; regal,adj,,,1,False
responderte,34461,to answer,,to answer,verb,,,1,False
restrictiva,34462,restrictive,,restrictive,adj,,,1,False
trabada,34465,stuck; wedged; blocked,,stuck; wedged; blocked,adj,,,1,False
votaré,34468,I will vote,,I will vote,verb,,,1,False
arrancadas,34471,snatch,,snatch,noun,,,1,False
balancear,34473,to balance,,to balance,verb,,,1,False
cansar,34474,to tire,,to tire,verb,,,1,False
comarcal,34475,district,,district,adj,,,1,False
contactarte,34476,to contact,,to contact,verb,,,1,False
enfrentaré,34478,I will confront,,I will confront,verb,,,1,False
entrevistador,34479,interviewer,,interviewer,noun,,,1,False
internamiento,34480,internment,,internment,noun,,,1,False
jacks,34481,jackstones; knucklebones,,jackstones; knucklebones,noun,,,1,False
legislar,34482,to legislate,,to legislate,verb,,,1,False
mamut,34483,mammoth,,mammoth,noun,,,1,False
metodológica,34484,methodological,,methodological,adj,,,1,False
netas,34486,pure; clean; clear,,pure; clean; clear,adj,,,1,False
nutrida,34487,well-stocked,,well-stocked,adj,,,1,False
obsoleta,34488,obsolete; outdated,,obsolete; outdated,adj,,,1,False
paliativos,34490,palliative,,palliative,adj,,,1,False
rascar,34493,to scratch,,to scratch,verb,,,1,False
solomillo,34496,sirloin,,sirloin,noun,,,1,False
sudafricano,34497,South African,,South African,adj,,,1,False
ter,34498,three times,,three times,adv,,,1,False
traídas,34500,used; worn,,used; worn,adj,,,1,False
óxidos,34501,oxide,,oxide,noun,,,1,False
adaptarme,34502,to adapt,,to adapt,verb,,,1,False
banano,34504,banana,,banana,noun,,,1,False
capitanía,34505,captaincy; captainship,,captaincy; captainship,noun,,,1,False
convalecencia,34508,R&R; convalescence,,R&R; convalescence,noun,,,1,False
correligionarios,34509,co-religionist,,co-religionist,noun,,,1,False
droide,34511,droid,,droid,noun,,,1,False
ganarías,34515,you would gain,,you would gain,verb,,,1,False
indecible,34518,ineffable; unspeakable,,ineffable; unspeakable,adj,,,1,False
indispuesta,34519,unwell; indisposed; under the weather,,unwell; indisposed; under the weather,adj,,,1,False
inequívocamente,34520,unequivocally; unambiguously,,unequivocally; unambiguously,adv,,,1,False
inusitado,34522,unusual; uncommon; out of the ordinary,,unusual; uncommon; out of the ordinary,adj,,,1,False
letanía,34523,litany,,litany,noun,,,1,False
lora,34525,parrot; parakeet,,parrot; parakeet,noun,,,1,False
mediadores,34526,mediator,,mediator,noun,,,1,False
ochos,34527,eight,,eight,noun,,,1,False
otoñal,34528,autumnal,,autumnal,adj,,,1,False
perpleja,34529,baffled; confused; perplexed,,baffled; confused; perplexed,adj,,,1,False
prospecto,34532,patient information leaflet,,patient information leaflet,noun,,,1,False
quitarla,34533,to remove,,to remove,verb,,,1,False
sarín,34536,sarin,,sarin,noun,,,1,False
soltarla,34538,to release,,to release,verb,,,1,False
tiesa,34540,stiff; rigid,,stiff; rigid,adj,,,1,False
abrigado,34544,covert,,covert,adj,,,1,False
abundantemente,34545,abundantly,,abundantly,adv,,,1,False
agravar,34546,to aggravate,,to aggravate,verb,,,1,False
arenques,34547,herring,,herring,noun,,,1,False
atribuirse,34549,to assign,,to assign,verb,,,1,False
balsas,34550,raft,,raft,noun,,,1,False
blanquear,34551,to bleach,,to bleach,verb,,,1,False
boquita,34552,snack; appetizer,,snack; appetizer,noun,,,1,False
boxes,34553,pit,,pit,noun,,,1,False
desiertas,34554,desert,,desert,adj,,,1,False
ejecutarlo,34556,to execute,,to execute,verb,,,1,False
enterraré,34557,I will bury,,I will bury,verb,,,1,False
escueto,34558,plain; simple,,plain; simple,adj,,,1,False
felicitarle,34560,to congratulate,,to congratulate,verb,,,1,False
flacos,34561,thin; slim; skinny,,thin; slim; skinny,adj,,,1,False
forjada,34562,slab,,slab,adj,,,1,False
funerarios,34563,funeral; funereal,,funeral; funereal,adj,,,1,False
férula,34564,splint,,splint,noun,,,1,False
gimnasios,34565,gym; gymnasium,,gym; gymnasium,noun,,,1,False
guarniciones,34566,garrison,,garrison,noun,,,1,False
inaceptables,34567,unacceptable,,unacceptable,adj,,,1,False
incomprendido,34568,misunderstood,,misunderstood,adj,,,1,False
inmorales,34569,immoral,,immoral,adj,,,1,False
lirismo,34571,lyricism,,lyricism,noun,,,1,False
mequetrefe,34573,bum; loiterer,,bum; loiterer,noun,,,1,False
metafórico,34574,metaphorical,,metaphorical,adj,,,1,False
navideños,34575,related to Christmas,,related to Christmas,adj,,,1,False
plenario,34577,plenary,,plenary,adj,,,1,False
prolongadas,34578,extended; prolonged; protracted,,extended; prolonged; protracted,adj,,,1,False
pulcritud,34579,neatness; tidiness; smartness,,neatness; tidiness; smartness,noun,,,1,False
refriega,34580,fray; affray; scuffle; skirmish,,fray; affray; scuffle; skirmish,noun,,,1,False
regimientos,34581,regiment,,regiment,noun,,,1,False
renombrado,34582,famed; renowned,,famed; renowned,adj,,,1,False
singularmente,34583,singularly,,singularly,adv,,,1,False
sobrantes,34584,surplus; leftover; superfluous,,surplus; leftover; superfluous,adj,,,1,False
subirla,34585,to raise,,to raise,verb,,,1,False
síp,34586,yup or yep,,yup or yep,intj,,,1,False
terminantemente,34587,strictly; decisively; definitely; categorically,,strictly; decisively; definitely; categorically,adv,,,1,False
tramitar,34588,to request,,to request,verb,,,1,False
venezolanas,34590,a Venezuelan person,,a Venezuelan person,adj,,,1,False
aburrirse,34593,to bore,,to bore,verb,,,1,False
arios,34594,Aryan,,Aryan,adj,,,1,False
arruinarte,34595,to ruin,,to ruin,verb,,,1,False
austera,34596,austere,,austere,adj,,,1,False
caspa,34597,dandruff,,dandruff,noun,,,1,False
cautelosa,34598,chary; cagey; cautious; gingerly,,chary; cagey; cautious; gingerly,adj,,,1,False
comprensivos,34601,supportive; sympathetic; understanding,,supportive; sympathetic; understanding,adj,,,1,False
conversador,34603,conversationalist,,conversationalist,noun,,,1,False
crearemos,34605,we will create,,we will create,verb,,,1,False
depravación,34606,depravity,,depravity,noun,,,1,False
disuadir,34607,to dissuade,,to dissuade,verb,,,1,False
errada,34609,wrong; mistaken; incorrect,,wrong; mistaken; incorrect,adj,,,1,False
escoltar,34610,to escort,,to escort,verb,,,1,False
estabilizador,34611,stabilizing,,stabilizing,adj,,,1,False
geológicos,34612,geologic,,geologic,adj,,,1,False
golpecitos,34613,hit; blow; strike,,hit; blow; strike,noun,,,1,False
góndola,34614,gondola,,gondola,noun,,,1,False
habichuelas,34615,A soupy stew made of kidney beans,,A soupy stew made of kidney beans,noun,,,1,False
paradójica,34617,paradoxical,,paradoxical,adj,,,1,False
procuradores,34618,agent; attorney; procurator,,agent; attorney; procurator,noun,,,1,False
reconsiderarlo,34619,to reconsider,,to reconsider,verb,,,1,False
remuneraciones,34620,payment; recompense; remuneration,,payment; recompense; remuneration,noun,,,1,False
sintéticas,34621,synthetic,,synthetic,adj,,,1,False
tronos,34622,throne,,throne,noun,,,1,False
vitalicio,34623,life; lifelong; for life,,life; lifelong; for life,adj,,,1,False
aduanero,34625,customs,,customs,adj,,,1,False
anónimamente,34626,anonymously,,anonymously,adv,,,1,False
azoteas,34629,rooftop; flat roof; roof terrace,,rooftop; flat roof; roof terrace,noun,,,1,False
censurar,34631,to censure,,to censure,verb,,,1,False
deliberar,34636,to deliberate,,to deliberate,verb,,,1,False
desconfiada,34638,untrusting; distrustful; mistrustful,,untrusting; distrustful; mistrustful,adj,,,1,False
desmayada,34639,weak; fainting,,weak; fainting,adj,,,1,False
excursionistas,34643,excursionist,,excursionist,noun,,,1,False
fideo,34645,noodle,,noodle,noun,,,1,False
filmaciones,34646,filming,,filming,noun,,,1,False
guardarme,34648,to save,,to save,verb,,,1,False
heladería,34649,ice cream parlor; ice cream parlour,,ice cream parlor; ice cream parlour,noun,,,1,False
incorrectas,34650,wrong; incorrect,,wrong; incorrect,adj,,,1,False
interdependencia,34652,interdependence,,interdependence,noun,,,1,False
interpelación,34653,questioning; interpellation,,questioning; interpellation,noun,,,1,False
legitimar,34654,to legitimize,,to legitimize,verb,,,1,False
lúdico,34656,ludic; playful,,ludic; playful,adj,,,1,False
menea,34657,hobble; hopple,,hobble; hopple,noun,,,1,False
microscópico,34658,microscopic,,microscopic,adj,,,1,False
molinero,34659,miller,,miller,noun,,,1,False
pilotear,34663,to pilot,,to pilot,verb,,,1,False
pinches,34664,fucking; goddamned,,fucking; goddamned,adj,,,1,False
pisco,34665,turkey,,turkey,noun,,,1,False
porteña,34666,native to or inhabiting a port town,,native to or inhabiting a port town,noun,,,1,False
poseídos,34667,possessed,,possessed,adj,,,1,False
reactiva,34668,reactive,,reactive,adj,,,1,False
reñida,34669,quarreled; at odds,,quarreled; at odds,adj,,,1,False
sepulturero,34670,gravedigger,,gravedigger,noun,,,1,False
seto,34671,fence,,fence,noun,,,1,False
subordinada,34672,subordinate; subordinating,,subordinate; subordinating,noun,,,1,False
superarás,34673,you will surpass,,you will surpass,verb,,,1,False
suspicaz,34674,distrustful or tending to suspect,,distrustful or tending to suspect,adj,,,1,False
élites,34677,elite,,elite,noun,,,1,False
acreditar,34678,to accredit,,to accredit,verb,,,1,False
adelgazamiento,34679,weight loss,,weight loss,noun,,,1,False
alojarse,34681,to house,,to house,verb,,,1,False
biógrafo,34682,biographer,,biographer,noun,,,1,False
brincar,34683,to jump around,,to jump around,verb,,,1,False
bulla,34684,racket; ruckus; uproar; rowdiness,,racket; ruckus; uproar; rowdiness,noun,,,1,False
clarita,34685,the white,,the white,noun,,,1,False
condicionados,34686,synonym of acondicionado,,synonym of acondicionado,adj,,,1,False
cosaco,34687,Cossack,,Cossack,adj,,,1,False
cumplidas,34688,polite,,polite,adj,,,1,False
derechazo,34689,forehand; right-handed punch,,forehand; right-handed punch,noun,,,1,False
encargarás,34690,you will entrust,,you will entrust,verb,,,1,False
estrofas,34693,stanza,,stanza,noun,,,1,False
hebra,34695,thread; strand; filament,,thread; strand; filament,noun,,,1,False
llenaré,34698,I will fill something up,,I will fill something up,verb,,,1,False
manufacturas,34699,production; manufacture,,production; manufacture,noun,,,1,False
marginada,34700,ostracized; marginalized; cast out,,ostracized; marginalized; cast out,noun,,,1,False
probaría,34702,I would prove,,I would prove,verb,,,1,False
sorpresiva,34704,surprising,,surprising,adj,,,1,False
sumergidos,34705,submerged; underwater,,submerged; underwater,adj,,,1,False
tabúes,34706,taboo,,taboo,adj,,,1,False
touch,34707,touch-screen,,touch-screen,adj,,,1,False
vacacional,34708,holiday; vacation,,holiday; vacation,adj,,,1,False
vecindarios,34709,neighbourhood,,neighbourhood,noun,,,1,False
vinculaciones,34710,link; connection,,link; connection,noun,,,1,False
alistarse,34711,to recruit,,to recruit,verb,,,1,False
altruismo,34712,altruism,,altruism,noun,,,1,False
argot,34713,slang,,slang,noun,,,1,False
artilugios,34714,intricate contraption or device,,intricate contraption or device,noun,,,1,False
bandoleros,34716,bandit; outlaw,,bandit; outlaw,noun,,,1,False
benevolente,34717,benevolent,,benevolent,adj,,,1,False
caeremos,34718,we will fall,,we will fall,verb,,,1,False
camuflado,34719,camouflaged,,camouflaged,adj,,,1,False
comercialmente,34721,commercially,,commercially,adv,,,1,False
completará,34722,he will complete; she will complete; it will complete,,he will complete; she will complete; it will complete,verb,,,1,False
contrapeso,34723,counterweight,,counterweight,noun,,,1,False
despedirá,34725,he will dismiss; she will dismiss; it will dismiss,,he will dismiss; she will dismiss; it will dismiss,verb,,,1,False
frituras,34727,fried food,,fried food,noun,,,1,False
galpón,34728,barn; shed with or without walls,,barn; shed with or without walls,noun,,,1,False
intrínseco,34733,inherent; intrinsic,,inherent; intrinsic,adj,,,1,False
montañés,34735,mountain; highland,,mountain; highland,adj,,,1,False
nalgadas,34736,spanking; a beating on the bottom,,spanking; a beating on the bottom,noun,,,1,False
pacificador,34737,pacifying; peace making,,pacifying; peace making,adj,,,1,False
panqueque,34738,crepe; pancake,,crepe; pancake,noun,,,1,False
parisinos,34739,Parisian,,Parisian,adj,,,1,False
participativa,34740,participative,,participative,adj,,,1,False
plenas,34741,plenary or joint session,,plenary or joint session,adj,,,1,False
posponerlo,34742,to postpone,,to postpone,verb,,,1,False
protectoras,34743,protective,,protective,adj,,,1,False
ranchero,34745,rancher,,rancher,noun,,,1,False
temeridad,34751,temerity,,temerity,noun,,,1,False
terrones,34752,clod; clump of earth,,clod; clump of earth,noun,,,1,False
uniformemente,34753,uniformly,,uniformly,adv,,,1,False
venosa,34754,venous,,venous,adj,,,1,False
alana,34755,Alanic,,Alanic,noun,,,1,False
alimentarlos,34757,to feed,,to feed,verb,,,1,False
ambigüedades,34758,ambiguity,,ambiguity,noun,,,1,False
anticuario,34759,antiquarian,,antiquarian,adj,,,1,False
antílope,34760,antelope,,antelope,noun,,,1,False
arcón,34761,large chest,,large chest,noun,,,1,False
aterrorizar,34763,to terrify,,to terrify,verb,,,1,False
cepo,34764,trap; snare,,trap; snare,noun,,,1,False
circulante,34765,circulating,,circulating,adj,,,1,False
colisiones,34766,crash; collision,,crash; collision,noun,,,1,False
conjuros,34767,spell,,spell,noun,,,1,False
densidades,34768,density,,density,noun,,,1,False
dramaturgia,34769,dramaturgy,,dramaturgy,noun,,,1,False
esférica,34771,spherical,,spherical,adj,,,1,False
falo,34773,penis; phallus,,penis; phallus,noun,,,1,False
germana,34776,German; Germanic,,German; Germanic,noun,,,1,False
hallaré,34778,I will find something,,I will find something,verb,,,1,False
imperfección,34780,imperfection,,imperfection,noun,,,1,False
jaja,34781,haha,,haha,intj,,,1,False
juzgarte,34782,to judge,,to judge,verb,,,1,False
lanzarte,34783,to throw,,to throw,verb,,,1,False
milenaria,34785,thousand-year-old,,thousand-year-old,adj,,,1,False
obispado,34786,bishopric,,bishopric,noun,,,1,False
oírlas,34787,to hear,,to hear,verb,,,1,False
panamericanos,34788,Pan-American,,Pan-American,adj,,,1,False
pedida,34789,proposal,,proposal,noun,,,1,False
perceptiva,34790,perceptive (having perception,,perceptive (having perception,adj,,,1,False
pícaros,34793,lacking honor,,lacking honor,adj,,,1,False
rabiosos,34794,rabid,,rabid,adj,,,1,False
