lemma,rank,translation,pos
ostensiblemente,37302,ostensibly,Adverb
pagarlas,37303,to pay,Verb
parabólica,37304,parabolic,Adjective
partiría,37305,I would divide,Verb
pequeñeces,37306,smallness,Noun
piro,37307,a member of the Yine people of Peru,Noun
publicistas,37308,publicist,Noun
quitársela,37309,,
registraba,37310,I registered,Verb
reseñas,37311,sketch; outline,Noun
riega,37312,you irrigate,Verb
robará,37313,he will rob; she will rob; it will rob,Verb
rompían,37314,they breaked,Verb
secesión,37315,secession,Noun
sombrías,37316,bleak; shady; umbrageous,Adjective
sáhara,37317,,
tés,37318,tea,Noun
acrobacia,37319,acrobatics,Noun
aludía,37320,I alluded,Verb
ameno,37321,pleasant,Adjective
arenal,37322,beach; sandy area or patch of ground,Noun
arremetió,37323,he lashed out; she lashed out; it lashed out,Verb
autobiográfico,37324,autobiographical,Adjective
barcelonista,37325,of FC Barcelona,Adjective
bills,37326,,
cambiarían,37327,they would change,Verb
cobos,37328,kob; Kobus kob,Noun
compresor,37329,compressor,Adjective
conquistando,37330,conquering,Verb
criadores,37331,breeder,Noun
deditos,37332,finger,Noun
degrada,37333,you degrade,Verb
desaparecí,37334,I disappeared,Verb
desembarcado,37335,disembarked,Verb
devolvernos,37336,to return,Verb
educando,37337,student; educatee,Noun
eludió,37338,he circumvented; she circumvented; it circumvented,Verb
encinas,37339,holm oak; live oak; evergreen oak,Noun
eusko,37340,,
evangélica,37341,evangelical,Noun
expandido,37342,expanded,Verb
expedido,37343,issued,Verb
formé,37344,I formed,Verb
grandísima,37345,big; large,Adjective
gödel,37346,,
herraduras,37347,horseshoe,Noun
indiscriminadamente,37348,indiscriminately,Adverb
invertimos,37349,we invested,Verb
jugueteando,37350,playing,Verb
juli,37351,,
libio,37352,Libyan,Adjective
mellizas,37353,twin,Adjective
micaela,37354,,
mortadela,37355,mortadella,Noun
ocultamos,37356,we hided,Verb
pajares,37357,haystack,Noun
palmaditas,37358,slap,Noun
pelmazo,37359,bore,Noun
precisado,37360,impatient,Adjective
radioactiva,37361,radioactive,Adjective
raptó,37362,he kidnaped; she kidnaped; it kidnaped,Verb
rasgó,37363,he rended; she rended; it rended,Verb
recomendaba,37364,I recommended,Verb
reiremos,37365,we will laugh,Verb
remarcó,37366,he re-marked; she re-marked; it re-marked,Verb
rememorar,37367,to reminisce,Verb
replantear,37368,to redefine,Verb
serrín,37369,sawdust,Noun
simbolizan,37370,they symbolize,Verb
soñabas,37371,you dreamed,Verb
teológica,37372,theological,Adjective
traías,37373,you brought,Verb
tweed,37374,,
vallecano,37375,from or of Vallecas; a neighbourhood of Madrid,Adjective
acceden,37376,they accede,Verb
acumulador,37377,accumulator,Noun
animadas,37378,inspired,Adjective
anticonceptivo,37379,contraceptive,Adjective
batata,37380,sweet potato,Noun
bizantino,37381,Byzantine,Adjective
cebras,37382,zebra,Noun
conquistaron,37383,they conquered,Verb
coronarias,37384,coronary,Adjective
deliciosamente,37385,deliciously,Adverb
derrotarlos,37386,to defeat,Verb
derrumbando,37387,demolishing,Verb
desmedido,37388,excessive,Adjective
desquiciada,37389,mad; crazy; unhinged; deranged,Adjective
difteria,37390,diphtheria,Noun
disentir,37391,to dissent,Verb
diversificar,37392,to diversify,Verb
enfermarse,37393,to make ill,Verb
escasean,37394,they run low,Verb
esquivel,37395,,
estandartes,37396,flag; banner; colors; standard,Noun
exnovio,37397,ex-boyfriend,Noun
extravío,37398,misplacement,Noun
gloriosas,37399,proud; glorious,Adjective
herirlo,37400,to wound,Verb
hidráulicas,37401,hydraulic,Adjective
imprudentes,37402,imprudent; ill-advised,Adjective
indignados,37403,indignant,Adjective
inflar,37404,to inflate,Verb
interferido,37405,interfered,Verb
ligaduras,37406,ligature,Noun
mangosta,37407,mongoose,Noun
mansa,37408,tame; meek; not threatening,Adjective
mozas,37409,boy; lad; youth; young man,Adjective
mozzarella,37410,,
multiplicaron,37411,they multiplied,Verb
pipi,37412,louse,Noun
polémicos,37413,polemic,Adjective
ranuras,37414,slot; groove,Noun
recomendables,37415,recommendable,Adjective
reirse,37416,,
retó,37417,he defied; she defied; it defied,Verb
saltarnos,37418,to jump,Verb
sedición,37419,mutiny; sedition,Noun
subsiguientes,37420,subsequent,Adjective
suministran,37421,they provide,Verb
tártaro,37422,hell,Noun
whiskys,37423,,
yupi,37424,yuppie,Noun
abrasador,37425,searing; burning; scorching,Adjective
agrego,37426,I add,Verb
alcaraz,37427,,
anecdótico,37428,anecdotal,Adjective
arrastrarlo,37429,to drag,Verb
bizancio,37430,,
boicotear,37431,to boycott,Verb
brisas,37432,breeze,Noun
catalogar,37433,to catalogue,Verb
cateo,37434,raid,Noun
cicuta,37435,hemlock,Noun
comidos,37436,having had lunch; having already eaten,Adjective
conllevan,37437,they entail,Verb
curia,37438,,
decorativas,37439,decorative,Adjective
desempleada,37440,unemployed,Noun
disolverse,37441,to dissolve,Verb
dividirlo,37442,to divide,Verb
estornudos,37443,sneeze,Noun
facultativo,37444,facultative,Adjective
gastadas,37445,worn out,Adjective
glotón,37446,gluttonous,Adjective
horizontalmente,37447,horizontally,Adverb
legrand,37448,,
marimacho,37449,tomboy,Noun
mayorista,37450,wholesaler; wholesale dealer,Noun
mezclo,37451,I mix,Verb
montadas,37452,loaded; rolling in it,Adjective
nadas,37453,you swim,Verb
palpita,37454,you palpitate,Verb
parietal,37455,,
patrocina,37456,you sponsor,Verb
pediátrica,37457,pediatric,Adjective
perdurable,37458,durable; lasting,Adjective
politización,37459,politicization; politicisation,Noun
pronunciaron,37460,they pronounced,Verb
quemaban,37461,they burned,Verb
reforzó,37462,he reinforced; she reinforced; it reinforced,Verb
regresarlo,37463,to return,Verb
reminiscencias,37464,reminiscence,Noun
resbalado,37465,sliped,Verb
rezagado,37466,backward,Adjective
reís,37467,you laugh,Verb
salpica,37468,you splatter,Verb
sombrerero,37469,hatter,Noun
soportará,37470,he will bear; she will bear; it will bear,Verb
tejano,37471,Texan,Adjective
trompetista,37472,trumpeter,Noun
vestirnos,37473,to dress,Verb
acababas,37474,you finished,Verb
aislantes,37475,insulating,Adjective
antiterroristas,37476,antiterrorist; counterterrorist,Adjective
apartas,37477,you separate,Verb
aplazada,37478,failed,Adjective
atendí,37479,I paid attention to,Verb
azores,37480,a goshawk bird,Noun
cobijas,37481,blanket,Noun
colgaste,37482,you hanged,Verb
colom,37483,,
considerarme,37484,to consider,Verb
curanderos,37485,shaman; witch doctor,Noun
céntrica,37486,central,Adjective
deletreo,37487,spelling,Noun
demográficos,37488,demographic,Adjective
dependían,37489,they depended,Verb
desbaratar,37490,to ruin,Verb
destinaron,37491,they appointed,Verb
disfunciones,37492,dysfunction,Noun
dispersar,37493,to disperse,Verb
elogiar,37494,to praise,Verb
embotellamiento,37495,bottling,Noun
esfínter,37496,sphincter,Noun
estár,37497,,
federalismo,37498,federalism,Noun
fijarte,37499,to fix,Verb
germanos,37500,German; Germanic,Adjective
hundirme,37501,to sink,Verb
imputan,37502,they impute,Verb
intrascendente,37503,unimportant; insignificant,Adjective
inundados,37504,flooded; inundated,Adjective
llegabas,37505,you arrived,Verb
llorará,37506,he will cry; she will cry; it will cry,Verb
logroñés,37507,of; from or relating to Logroño,Adjective
lorenza,37508,,
mandrágora,37509,mandrake,Noun
meritorio,37510,deserving; meritorious,Adjective
neuróticos,37511,neurotic,Adjective
pajaros,37512,,
palio,37513,pallium,Noun
pederasta,37514,pederast; korephile,Noun
peripecia,37515,peripeteia,Noun
perpetuidad,37516,perpetuity,Noun
policiaco,37517,police force; Related to the police,Adjective
predominantes,37518,predominant,Adjective
prefijo,37519,prefix; area code,Noun
probarlos,37520,to prove,Verb
producimos,37521,we produce,Verb
psicoanalítica,37522,,
putilla,37523,slut; whore; prostitute,Noun
queroseno,37524,kerosene,Noun
recaudaciones,37525,revenue,Noun
refinerías,37526,refinery,Noun
registrarme,37527,to register,Verb
restringe,37528,you restrict,Verb
resumida,37529,summarized,Adjective
reynaldo,37530,,
rodaja,37531,a circular slice,Noun
ropajes,37532,garment; item of clothing,Noun
salle,37533,,
salvedad,37534,caveat,Noun
servando,37535,,
shambo,37536,,
simpáticas,37537,nice; likable; pleasant,Adjective
simétrica,37538,symmetrical,Adjective
sumarios,37539,summary,Adjective
tangente,37540,tangent,Adjective
tetitas,37541,tit; boob; breast,Noun
torea,37542,you fight a bull,Verb
transcurren,37543,they pass by,Verb
tratarás,37544,you will treat,Verb
vendernos,37545,to sell,Verb
visir,37546,vizier,Noun
acusarán,37547,they will accuse,Verb
adherirse,37548,to adhere,Verb
afirmaban,37549,they stated,Verb
amerita,37550,you merit,Verb
aniversarios,37551,anniversary,Adjective
aparecidos,37552,appeared,Adjective
artemisa,37553,mugwort; artemisia,Noun
asistían,37554,they attended,Verb
atropellaron,37555,they ran over,Verb
bravucón,37556,cocky,Adjective
calificadas,37557,qualified,Adjective
cargarme,37558,to load ),Verb
confirmé,37559,I confirmed,Verb
confortables,37560,comfortable,Adjective
contractual,37561,,
cose,37562,you sew,Verb
cotilla,37563,corset,Noun
declaradas,37564,sworn; declared,Adjective
desembarcaron,37565,they disembarked,Verb
desertó,37566,he deserted; she deserted; it deserted,Verb
ducho,37567,skilled; experienced,Adjective
emborrachado,37568,intoxicated,Verb
engrosar,37569,to swell up,Verb
escúchala,37570,you listen to,Verb
espumoso,37571,foamy; frothy; filled with or composed of bubbles,Adjective
estibadores,37572,docker; stevedore; dockworker; longshoreman,Noun
frontalmente,37573,frontally,Adverb
galimatías,37574,jumble; nonsense; gibberish,Noun
gendarme,37575,policeperson,Noun
holgura,37576,play; slack,Noun
ilimitados,37577,unlimited; boundless,Adjective
insano,37578,unhealthy,Adjective
jimena,37579,,
maravillado,37580,inspired marvel,Verb
naturalistas,37581,naturalistic,Adjective
pagarlos,37582,to pay,Verb
palenque,37583,fence; palisade,Noun
peque,37584,kiddo,Noun
pole,37585,,
preservado,37586,preserved,Adjective
resaltan,37587,they bounce,Verb
rescatarlos,37588,to rescue,Verb
restaurador,37589,restorer,Noun
retardados,37590,retarded,Adjective
rúbrica,37591,signature; initialing,Noun
salvajismo,37592,savagery,Noun
sumidero,37593,drain,Noun
tanteo,37594,estimate,Noun
telefónicamente,37595,telephonically; by phone; over the phone,Adverb
tempranamente,37596,soon; shortly,Adverb
tomáis,37597,you take,Verb
torsión,37598,twist; twisting,Noun
tragas,37599,nerd; a person that studies a lot,Adjective
trompo,37600,spinning top,Noun
vanguardistas,37601,avant-garde,Adjective
velado,37602,veiled,Verb
vigilarme,37603,to watch over,Verb
volcánico,37604,volcanic,Adjective
óseas,37605,bony; osseous; skeletal,Adjective
abofeteó,37606,he slaped; she slaped; it slaped,Verb
absorbió,37607,he absorbed; she absorbed; it absorbed,Verb
acomodando,37608,accommodating,Verb
adolorido,37609,aching; painful,Adjective
alojada,37610,guest,Noun
amarra,37611,warp; mooring line,Noun
apostaron,37612,they beted,Verb
arrastraste,37613,you draged,Verb
censores,37614,censoring,Adjective
colocarle,37615,to place,Verb
coordinadas,37616,coordinated,Adjective
denominarse,37617,to name,Verb
derivarse,37618,to derive,Verb
desavenencias,37619,quibble; disagreement,Noun
escaramuza,37620,skirmish,Noun
evitarlos,37621,to avoid,Verb
extremada,37622,extreme; excessive,Adjective
formativos,37623,formative,Adjective
galeón,37624,galleon,Noun
granaderos,37625,grenadier,Noun
hawaiano,37626,Hawaiian,Adjective
hipotecarios,37627,mortgage,Adjective
hábitats,37628,habitat,Noun
imputación,37629,imputation,Noun
interrumpen,37630,they interrupt,Verb
irrealidad,37631,unreality,Noun
islamistas,37632,Islamist,Noun
lamenté,37633,I lamented,Verb
mayoristas,37634,wholesaler; wholesale dealer,Noun
morcilla,37635,black pudding; Spanish blood sausage,Noun
motivaron,37636,they motivated,Verb
noqueó,37637,he knocked out; she knocked out; it knocked out,Verb
ociosa,37638,idle,Noun
ordenas,37639,you order,Verb
orto,37640,sunrise,Noun
pausado,37641,slow; unhurried,Adjective
pimentel,37642,,
planto,37643,I plant,Verb
psicopatología,37644,psychopathology,Noun
quilla,37645,keel,Noun
rabiar,37646,to rage,Verb
rebela,37647,you rebel against,Verb
reuniría,37648,I would gather,Verb
sacra,37649,sacred,Adjective
saludé,37650,I greeted,Verb
sandías,37651,watermelon,Noun
secretismo,37652,secrecy,Noun
sucesiva,37653,successive,Adjective
supremos,37654,supreme,Adjective
temáticos,37655,thematic,Adjective
terminaciones,37656,termination,Noun
terrier,37657,,
tumbarse,37658,to knock over,Verb
votaremos,37659,we will vote,Verb
arenales,37660,beach; sandy area or patch of ground,Noun
aspiramos,37661,we inhaled,Verb
azucareros,37662,pertaining or related to sugar,Adjective
blanch,37663,,
cañaveral,37664,reed field,Noun
chúpame,37665,I suck,Verb
comparativa,37666,comparative,Adjective
corbeta,37667,corvette,Noun
creiste,37668,,
descalificar,37669,to discredit,Verb
desconectados,37670,disconnected,Adjective
desembarcó,37671,he disembarked; she disembarked; it disembarked,Verb
desertado,37672,deserted,Verb
desviados,37673,detoured,Adjective
disipa,37674,you dissipate,Verb
drogo,37675,drug-addicted; addicted to drugs,Adjective
encubrirlo,37676,to conceal,Verb
enseñaban,37677,they teached,Verb
entregarlos,37678,to deliver,Verb
golpecito,37679,hit; blow; strike,Noun
heroínas,37680,heroine,Noun
hub,37681,,
imprimiendo,37682,printing,Verb
incordio,37683,pest; pain in the neck,Noun
intensificado,37684,intensified,Verb
jurisdiccionales,37685,territorial; jurisdictional,Adjective
kárate,37686,karate,Noun
magneto,37687,,
migratoria,37688,migratory,Adjective
notarás,37689,you will note,Verb
oncólogo,37690,oncologist,Noun
paramilitar,37691,paramilitary,Adjective
pendeja,37692,idiot; stupid; asshole; arsehole,Noun
perseguirán,37693,they will pursue,Verb
pliegos,37694,sheet,Noun
redondear,37695,to round,Verb
rinocerontes,37696,rhinoceros,Noun
réquiem,37697,requiem,Noun
seduciendo,37698,seducing,Verb
sexismo,37699,sexism,Noun
simultáneos,37700,simultaneous,Adjective
sometieron,37701,they subdued,Verb
subirle,37702,to raise,Verb
sónico,37703,sonic,Adjective
tríos,37704,trio; threesome,Noun
acompañamos,37705,we accompanied,Verb
acosó,37706,he pursued; she pursued; it pursued,Verb
alcachofa,37707,artichoke,Noun
amaras,37708,clary sage,Adjective
arbitrarias,37709,arbitrary,Adjective
artificios,37710,artifact,Noun
asoció,37711,he associated; she associated; it associated,Verb
asquerosamente,37712,disgustingly,Adverb
auspiciado,37713,sponsored,Verb
avalado,37714,endorsed,Verb
avales,37715,endorsement,Noun
beberá,37716,he will drink; she will drink; it will drink,Verb
bozal,37717,a muzzle,Noun
cacerolas,37718,pan; saucepan,Noun
cajetilla,37719,box; case,Noun
chacales,37720,jackal,Noun
chivos,37721,kid; goat,Adjective
ciscar,37722,to dirty,Verb
contactamos,37723,we contacted,Verb
coproducción,37724,coproduction,Noun
cuernavaca,37725,,
demandará,37726,he will insist; she will insist; it will insist,Verb
distribuidoras,37727,distributor,Noun
diuréticos,37728,diuretic,Adjective
documentados,37729,documented; of record,Adjective
empleamos,37730,we hired,Verb
entenderlos,37731,to understand,Verb
evadirse,37732,to evade,Verb
ferran,37733,,
fiscalidad,37734,fiscality,Noun
gasóleo,37735,diesel fuel,Noun
interpretativa,37736,interpretative,Adjective
intranquilo,37737,restless,Adjective
intrínsecamente,37738,intrinsically,Adverb
ivanov,37739,,
lía,37740,you bind,Verb
malnacido,37741,ill-bred; disgusting; abominable,Adjective
manifiestamente,37742,obviously; manifestly,Adverb
mansedumbre,37743,meekness,Noun
materializar,37744,to materialise,Verb
maternales,37745,,
ocasionando,37746,causing,Verb
oficialistas,37747,pro-government,Adjective
