rank,lemma,word,old_sentence,failure_reason
33363,acusarte,acusarte,Bueno eso es algo de lo que nadie podría acusarte a ti.,retrieved_raw
33365,alarmarse,alarmarse,No hay nada por lo que alarmarse.,retrieved_raw
33366,alimenticias,alimenticias,Las demás pastas alimenticias.,retrieved_raw
33367,arrodilla,arrodilla,Podemos ver la filmación de la parte en que se arrodilla.,retrieved_raw
33368,ayacucho,ayacucho,Distrito de santa rosa de la provincia de la mar en el departamento de ayacucho.,retrieved
33370,capillas,capillas,Existen también cerros propicios para el ciclismo numerosas galerías de arte museos y capillas.,retrieved
33371,cerdas,cerdas,No son cerdas o sí.,retrieved
33374,contaminante,contaminante,Irlanda plan de desarrollo contaminación industrial contaminante lucha contra la contaminación política de medio ambiente.,retrieved_raw
33376,desestimar,desestimar,Por consiguiente procede desestimar el segundo motivo en su totalidad.,retrieved
33377,deslealtad,deslealtad,En el momento en que detecto deslealtad lo corto.,retrieved
33378,despegando,despegando,La naves civiles están despegando del suelo.,retrieved
33379,destruído,destruído,El mundo casi fue destruído.,retrieved_raw
33382,graciosísimo,graciosísimo,Joe esto no es abuso doméstico es graciosísimo.,retrieved_raw
33383,grosso,grosso,El consumo en europa occidental alcanzó grosso modo toneladas.,retrieved_raw
33385,habilidoso,habilidoso,El es más habilidoso de lo que pensaba.,retrieved_raw
33386,hacértelo,hacértelo,No quiero volver a hacértelo.,retrieved_raw
33387,henríquez,henríquez,No me falles henríquez lindl.,retrieved
33388,idoneidad,idoneidad,Conformidad o idoneidad para el uso de los componentes.,retrieved
33389,lastimaré,lastimaré,Ya te dije no te lastimaré.,retrieved_raw
33390,mica,mica,Servei de gestió econ mica a ce barcelona c n ag ag.,retrieved
33392,paginas,paginas,Debe haber paginas web salas de charla.,retrieved_raw
33393,paralizante,paralizante,Crees que tendrían acceso a una droga paralizante.,retrieved_raw
33394,pia,pia,He comprado dos vestidos y un regalo para pia.,retrieved_raw
33396,recaudo,recaudo,Su obsesión es mantener el dinero a buen recaudo.,retrieved
33397,regalas,regalas,Por qué no le regalas una muñeca.,retrieved_raw
33398,requerían,requerían,En el canadá no se requerían declaraciones de impuestos.,retrieved_raw
33399,saltones,saltones,Tienes los ojos saltones eso es natural para ti.,retrieved_raw
33400,subaru,subaru,Aquí esta en la parte trasera de un subaru.,retrieved
33401,sódico,sódico,No más del consistirá en quinolil indano dionamonosulfonato sódico.,retrieved_raw
33402,urbanizaciones,urbanizaciones,Hoteles y moteles residencias turísticas hoteleras camping urbanizaciones turísticas.,retrieved
33403,aclaro,aclaro,Es que no me aclaro.,retrieved_raw
33404,adelantaron,adelantaron,Lo adelantaron porque todas las flores se están muriendo.,retrieved_raw
33407,allanamientos,allanamientos,Dijo que clay estaba tras los allanamientos.,retrieved
33410,apagarla,apagarla,Creo que tengo una forma de apagarla a ella.,retrieved_raw
33411,atropella,atropella,Se ha saltado un paso y casi atropella a una mujer.,retrieved_raw
33412,balmaceda,balmaceda,Últimos días de la administración de balmaceda ensayo.,retrieved
33415,celtas,celtas,Lenguas celtas situadas en el norte de italia.,retrieved_raw
33416,constantina,constantina,Fecha de nacimiento de julio de en constantina argelia.,retrieved_raw
33417,descriptiva,descriptiva,El tribunal establecerá la lista descriptiva de los candidatos.,retrieved_raw
33419,ecuestre,ecuestre,Me han dicho que usted es el único guardia de la patrulla ecuestre.,retrieved_raw
33421,escaladores,escaladores,Se suponía que no podía juntarme con escaladores.,retrieved
33422,escueta,escueta,Se trata de mí con miguel escueta.,retrieved_raw
33423,estimamos,estimamos,Estimamos que nuestra comprobación constituye una base razonable para la opinión de auditoría.,retrieved
33424,extranjería,extranjería,Permiso de residencia con arreglo a la sección de la ley de extranjería.,retrieved_raw
33425,gaucho,gaucho,El gaucho información en el sitio de la universidad de la república oriental del uruguay.,retrieved
33427,ingente,ingente,El comité contra el terrorismo ya ha llevado a cabo una tarea ingente.,retrieved_raw
33428,instalamos,instalamos,En menos de un año nos instalamos en dos pisos del time life building.,retrieved
33429,menosprecio,menosprecio,Qué pasa con ese menosprecio hacia mí.,retrieved
33430,misionera,misionera,Está claro que no fue la sociedad misionera.,retrieved_raw
33431,olió,olió,Entonces lo olió del cuerpo de la madre.,retrieved_raw
33432,pedirías,pedirías,Creía que nunca lo pedirías.,retrieved_raw
33433,reaccionarios,reaccionarios,No somos una banda de reaccionarios.,retrieved_raw
33434,reproductores,reproductores,A la cuota sobre los reproductores se fija en de la base.,retrieved
33435,scrooge,scrooge,Está de acuerdo con el sr jorkin sr scrooge.,retrieved_raw
33436,sobreponerse,sobreponerse,Por qué alguien no puede sobreponerse a un caso.,retrieved_raw
33437,sodomía,sodomía,Gracias a dios por el sida el derecho a practicar la sodomía.,retrieved_raw
33438,subsidiaria,subsidiaria,Sistema de movilidad empresa subsidiaria del gobierno de la ciudad de méxico.,retrieved_raw
33439,suponían,suponían,Creía que suponían que era un asesinato.,retrieved_raw
33440,acomodada,acomodada,Su novia se convertirá en muy acomodada no es así.,retrieved_raw
33441,alimentas,alimentas,Tú que alimentas la vida.,retrieved_raw
33443,articulares,articulares,Tejidos óseos y osteo articulares.,retrieved_raw
33444,azucena,azucena,Qué hay de la chica azucena.,retrieved
33445,bajarán,bajarán,Cuánto crees que bajarán las acciones.,retrieved_raw
33446,bañada,bañada,Ha estado bañada en sangre.,retrieved_raw
33447,cautelosos,cautelosos,Todo lo que se es que deberemos ser cautelosos.,retrieved_raw
33449,dumas,dumas,Ministro de estado ministro de asuntos exteriores sr dumas.,retrieved_raw
33450,díganles,díganles,Por eso díganles que no fui yo.,retrieved_raw
33452,inmunodeficiencia,inmunodeficiencia,Naciones unidas sobre el virus de inmunodeficiencia humana.,retrieved
33453,lastimo,lastimo,Cada vez que me acerco a la gente me lastimo.,retrieved_raw
33454,llegábamos,llegábamos,En mis días normalmente llegábamos a algún tipo de acuerdo.,retrieved_raw
33455,malísima,malísima,No te culpo por no amarme soy malísima en la cama.,retrieved_raw
33457,nona,nona,Ah y nona lavo todos los platos sucios.,retrieved_raw
33458,organizo,organizo,A lo mejor organizo una banda.,retrieved_raw
33459,posicionamiento,posicionamiento,Se trata de posicionamiento de verdad.,retrieved
33460,prestarte,prestarte,Debes entender que no puedo prestarte dinero toda la vida.,retrieved_raw
33461,presumida,presumida,Un poco presumida tu novia no es así.,retrieved_raw
33462,proveerá,proveerá,La compañía proveerá pasajes en tercera clase gratis para ustedes.,retrieved
33464,sofás,sofás,Lo llamo la experiencia nancy meyers porque cuando la prendes huele a sofás de color crema y a menopausia.,retrieved_raw
33465,sotero,sotero,Voy a estar en el reality show el sotero.,retrieved
33466,asesorar,asesorar,G participar y asesorar al comité de seguridad y salud.,retrieved
33467,atravesada,atravesada,La autopista steese es atravesada por las siguientes localidades.,retrieved_raw
33468,auditivo,auditivo,Acerca de su problema con el procesamiento auditivo.,retrieved_raw
33469,bienaventurados,bienaventurados,Bienaventurados aquellos que son llamados a la cena del señor.,retrieved_raw
33471,canguros,canguros,Debe de ser precioso con esos canguros volando.,retrieved
33472,casimiro,casimiro,Juan andrés la figura de la tierra madrid casimiro.,retrieved
33473,colibrí,colibrí,Voy a ser un colibrí.,retrieved
33474,corregirlo,corregirlo,Bueno eso fue un error y me gustaría corregirlo.,retrieved_raw
33475,correlaciones,correlaciones,En cuanto a flujo interno turbulento cabe destacar las siguientes correlaciones.,retrieved
33476,derrocado,derrocado,He derrocado la mayor tiranía en el universo.,retrieved
33477,deshechos,deshechos,Ahora son deshechos de la isla de macao.,retrieved_raw
33478,desocupados,desocupados,Trabajadores desocupados mayores de años.,retrieved_raw
33479,desproporcionada,desproporcionada,En otras palabras las regiones más pobres están sufriendo de manera desproporcionada.,retrieved_raw
33480,detalladas,detalladas,Deben seguirse las instrucciones detalladas que acompañan al dispositivo.,retrieved_raw
33481,disfrutaría,disfrutaría,No dije que lo disfrutaría.,retrieved_raw
33482,distintiva,distintiva,Debe haber sido una muy distintiva forma.,retrieved_raw
33483,divergentes,divergentes,En el video verás que las sombras vienen de fuentes divergentes.,retrieved_raw
33484,enfrentarlos,enfrentarlos,Vas a enfrentarlos unos con otros.,retrieved_raw
33485,envejecen,envejecen,Los hombres se enfrían cuando las chicas envejecen.,retrieved
33486,escribiremos,escribiremos,En este escenario escribiremos la historia de este teatro.,retrieved_raw
33488,explicable,explicable,No tiene sentido del origen sin aceleración explicable.,retrieved_raw
33489,explícitas,explícitas,El gobierno de las normas y organización explícitas.,retrieved_raw
33490,eólica,eólica,Vamos a empezar a usar energía solar y eólica.,retrieved_raw
33491,fabiola,fabiola,De julio de de diciembre de su majestad la reina fabiola de bélgica.,retrieved_raw
33492,inseguridades,inseguridades,Las inseguridades de violeta y su capacidad de ser invisible.,retrieved
33494,leopardos,leopardos,No sé mucho sobre leopardos.,retrieved
33495,mariquitas,mariquitas,No se si mariquitas es la palabra correcta.,retrieved
33496,navas,navas,Las navas c p localidad de la provincia de ávila.,retrieved_raw
33497,nostálgica,nostálgica,No te pongas nostálgica conmigo.,retrieved_raw
33498,obscenas,obscenas,No me puedo creer que le dijeras que me gustan las rimas obscenas.,retrieved_raw
33499,olivera,olivera,Perceptor comunidad de propietarios c olivera barcelona.,retrieved
33500,perderían,perderían,No se perderían en el espacio.,retrieved_raw
33501,poliéster,poliéster,Asumo que todos son de poliéster.,retrieved_raw
33502,repercute,repercute,El desarrollo de la agricultura repercute en el bienestar de todo el continente.,retrieved_raw
33503,revive,revive,La ciudad revive con él.,retrieved_raw
33504,sacha,sacha,Dile lo que sabes sacha.,retrieved_raw
33505,saturada,saturada,La gente está saturada de mensajes.,retrieved_raw
33506,tempestades,tempestades,Según los sensores las tempestades solares aumentarán.,retrieved
33507,táctil,táctil,Una pantalla táctil lcd en color de cm pulgadas.,retrieved_raw
33508,adiviné,adiviné,Lo adiviné desde el momento en que le vi.,retrieved_raw
33509,advertirme,advertirme,Por qué ha de advertirme usted.,retrieved_raw
33510,agachada,agachada,La encontré agachada en el bosque mientras hacía mi ronda.,retrieved_raw
33512,alegan,alegan,Por consiguiente alegan que su regreso forzado violaría el artículo de la convención.,retrieved
33513,amazónica,amazónica,Ella cree que la vida en la selva amazónica merece preservarse.,retrieved_raw
33514,aplicarán,aplicarán,D en general las revisiones excepcionales solamente se aplicarán si se facilitan unas explicaciones satisfactorias.,retrieved_raw
33515,apostólica,apostólica,La religión del estado es la religión católica apostólica y romana.,retrieved_raw
33516,automotores,automotores,Servicios comerciales al por mayor de repuestos y de vehículos automotores.,retrieved_raw
33518,causarte,causarte,Voy a causarte problemas lo juro.,retrieved_raw
33519,centrarte,centrarte,Te lo dije todo lo que tienes que hacer es centrarte.,retrieved_raw
33521,disculpáis,disculpáis,Ahora si me disculpáis llego tarde a una reunión con mi abogado.,retrieved_raw
33522,disputarán,disputarán,Tienen idea de cuántos quieren el lugar que uds disputarán.,retrieved_raw
33524,ensayista,ensayista,John richardson historiador del arte y ensayista británico.,retrieved
33525,ergo,ergo,Dos números de noticias ergo de enero y mayo.,retrieved_raw
33526,eslabones,eslabones,La caza deportiva es uno de los eslabones.,retrieved
33530,generará,generará,Generará ingresos pero nunca llegarán a cubrir los costes.,retrieved
33532,iluminando,iluminando,Iluminando tan brillantemente un sábado por la noche.,retrieved
33535,integristas,integristas,El horror con grupos terroristas integristas que multiplican los secuestros las violaciones los asesinatos.,retrieved_raw
33536,limpiadora,limpiadora,Conseguí un trabajo de limpiadora de zapatos en una fábrica.,retrieved_raw
33537,ostentoso,ostentoso,Soy un chico muy ostentoso.,retrieved_raw
33538,pakistaní,pakistaní,Ya llamé a la inteligencia pakistaní.,retrieved_raw
33539,perderle,perderle,No quiero perderle de vista.,retrieved_raw
33540,procediendo,procediendo,Entonces estamos procediendo con el acta de la detención.,retrieved_raw
33541,retratar,retratar,No me gusta la forma en que está tratando de retratar al zar.,retrieved
33542,rudimentario,rudimentario,Es precioso pero en un sentido rudimentario un dron.,retrieved_raw
33543,señalaban,señalaban,Se señalaban argumentos a tener en cuenta en las negociaciones.,retrieved_raw
33544,sofocado,sofocado,De julio en madrid es sofocado un levantamiento.,retrieved_raw
33545,teje,teje,La sra teje no se encuentra bien.,retrieved_raw
33549,trascendentales,trascendentales,Dos hechos trascendentales fueron los detonantes de la conflagración.,retrieved_raw
33551,amarillenta,amarillenta,Sólo tienes que buscar un parche de vegetación amarillenta.,retrieved_raw
